baselinker_product_id;inventory_id;avycloud_product_id;sku;ean;mpn;title;description;quantity;price;category_path;baselinker_product_id_source
499981058;78659;0562769421460;SKU-3166809997;4064308921760;1432-7575;FIRE+ICE Wintersportler Wintersporthose Schwarz Gr. M;Die FIRE+ICE Wintersporthose SCOTT3-T ist die ideale Wahl für anspruchsvolle Wintersportler, die höchste Ansprüche an Funktionalität und Komfort stellen. Ihr Regular Fit und der mittelhohe Bund gewährleisten optimale Bewegungsfreiheit sowie einen stets angenehmen Tragekomfort auf der Piste oder im Gelände. Gefertigt aus 100% recyceltem Polyester, bietet diese Hose eine beeindruckende Wassersäule von 10. 000 mm und eine hohe Atmungsaktivität von 15. 000 g/m²/24h. Diese Eigenschaften garantieren zuverlässigen Schutz vor Nässe und eine hervorragende Klimaregulierung bei intensiven Aktivitäten in den Bergen. Praktische Hosenbeinabschlüsse sind mit robustem Kantenschutz und einem integrierten Schneefang ausgestattet, um optimal vor den Elementen zu schützen. Zwei seitliche Reißverschlusstaschen und zwei Gesäßtaschen bieten zudem sicheren Stauraum für persönliche Gegenstände, während der Verschluss mit FIRE+ICE Druckknöpfen, Haken und Reißverschluss für sicheren Halt sorgt.;1;335.71;;product.ops
491621064;78659;0615272916159;SKU-6031918857;0615272916159;TX103;SORAKO Exzenterschleifer 350W Kabelgebunden 16 Schleifpapiere NEU;Der SORAKO Exzenterschleifer TX103 ist ein leistungsstarkes Werkzeug für vielseitige Schleif- und Polierarbeiten. Sein robuster 350W Motor ermöglicht effizientes Arbeiten auf unterschiedlichsten Oberflächen und Materialien. Dieses Gerät bietet sechs einstellbare Geschwindigkeitsstufen von 6000 bis 13000 U/min, wodurch die Drehzahl optimal an jede spezifische Anwendung angepasst werden kann. Ein integriertes, effizientes Staubfangsystem sorgt dabei für eine deutlich sauberere Arbeitsumgebung und reduziert die Staubbelastung erheblich. Der ergonomisch geformte Soft-Grip-Griff gewährleistet hohen Bedienkomfort und einen sicheren Halt, selbst bei längeren Einsätzen. Der Klett-Schleifteller ermöglicht einen schnellen Papierwechsel, und 16 hochwertige Schleifpapiere sind für den sofortigen Start enthalten.;12;24.27;;product.ops
491621239;78659;0800633445532;SKU-4755521008;4260325295246;295246;Seguna Inkontinenz Pants NEU;Die Seguna Inkontinenz Pants Maxi bieten als hochwertige Medizinprodukte zuverlässigen Schutz und höchsten Komfort im Alltag. Sie ermöglichen Personen mit mittlerer bis starker Inkontinenz ein diskretes und aktives Leben ohne Einschränkungen. Ein starker Saugkern, angereichert mit effektiven Superabsorbern, gewährleistet ein stets trockenes Hautgefühl und verhindert zuverlässig Feuchtigkeit. Die atmungsaktive Außenschicht reduziert zudem maßgeblich das Risiko von Hautirritationen und maximiert den allgemeinen Tragekomfort. Dank ihrer optimalen Passform bieten diese Pants ein hohes Maß an Sicherheit und bleiben diskret unter der Kleidung. So können Nutzer ihren täglichen Aktivitäten unbeschwert nachgehen und sich stets auf einen zuverlässigen Schutz verlassen.;4;26.12;;product.ops
484709451;78659;0814914026519;SKU-0279594894;0814914026519;P300P256GM28;Patriot P300P256GM28 Interne Solid State Drive 256GB m.2 pcie gen3 nvme NEU;Die Patriot P300 M. 2 SSD bietet eine beeindruckende Leistungssteigerung für Ihr System. Sie beschleunigt Bootzeiten, Ladezeiten von Anwendungen und die allgemeine Systemreaktionsfähigkeit erheblich. Diese Solid State Drive nutzt die schnelle PCIe Gen3 x4 Schnittstelle und erreicht Lesegeschwindigkeiten von bis zu 2100 MB/s sowie Schreibgeschwindigkeiten von 1100 MB/s. Mit einer Speicherkapazität von 256 GB bietet sie ausreichend Platz für Ihr Betriebssystem, wichtige Programme und häufig genutzte Dateien. Das kompakte M. 2 2280 Format ermöglicht eine einfache Integration in kompatible Laptops und Desktop-PCs. Dank ihrer robusten Bauweise ohne bewegliche Teile ist sie besonders widerstandsfähig gegen Stöße und Vibrationen und sorgt für eine zuverlässige Speicherlösung.;1;91.39;;product.ops
484709463;78659;0840353901100;SKU-4747629782;0840353901100;GA05184-EU;Fitbit Fitness-Tracker GA05184-EU NEU;Der Fitbit Charge 6 ist ein hochmoderner Fitness-Tracker, der für eine umfassende Überwachung Ihrer Gesundheit und Fitness konzipiert wurde. Er unterstützt Sie effizient dabei, persönliche Ziele zu erreichen und einen aktiven Lebensstil zu pflegen. Profitieren Sie von präzisen Daten dank integriertem GPS, kontinuierlicher Herzfrequenzmessung und detaillierter Schlafanalyse. Diese Funktionen ermöglichen ein tiefgehendes Verständnis Ihres Körpers und optimieren Ihr Training sowie Ihre Erholung. Das stilvolle Design in Champagne Gold mit einem lebhaften Coral-Armband macht ihn zu einem attraktiven Begleiter für Sport und Alltag. Im Lieferumfang sind das Gehäuse, zwei Armbänder (klein und groß) und ein Ladekabel enthalten, damit Sie sofort starten können.;1;104.99;;product.ops
467385468;78659;09be7756-7b4f-4dda-bda0-799754052fff;SKU-3671103995;4059923008019;802 472 019;SACHS Reparatursatz Federbeinstützlager 802 472 019;Dieser SACHS Reparatursatz für Federbeinstützlager stellt die ursprüngliche Fahrwerksleistung Ihres Fahrzeugs präzise wieder her. Er optimiert spürbar die Fahrstabilität und den Federungskomfort, was zu einem ruhigeren und kontrollierteren Fahrerlebnis führt. Gefertigt aus hochwertigen, extrem langlebigen Materialien, ist dieses Federbeinstützlager für eine außergewöhnlich lange Lebensdauer konzipiert. Es gewährleistet hohe Beständigkeit unter allen Fahrbedingungen und unterstützt die Sicherheit Ihres Fahrzeugs nachhaltig. Als Originalteil von SACHS, einer Marke von ZF Aftermarket, profitieren Sie von der Expertise eines führenden Automobilzulieferers für professionelle Reparaturen. Die exakte Kompatibilität mit Fahrzeugen wie Ford Fiesta V, Ford Fusion oder Mazda 2 wird durch die Herstellernummer 802 472 019 sichergestellt.;1;24.77;;product.ops
473049813;78659;1004200304684;SKU-4955195373;1004200304684;3046;LIQUI MOLY Motoröl 1 NEU;Dieses Hochleistungs-Mineralöl 10W-40 von LIQUI MOLY wurde speziell für 4-Takt-Motorräder entwickelt und bietet optimalen Schutz sowie zuverlässige Schmierung. Es gewährleistet hervorragende Motorsauberkeit unter allen Betriebsbedingungen und trägt maßgeblich zur Langlebigkeit des Motors bei. Die spezielle Formulierung reduziert effektiv den Verschleiß und ist zudem kat-getestet, was die Umweltverträglichkeit unterstreicht. Es ist ideal für Nasskupplungen geeignet und sichert eine reibungslose Funktion des gesamten Antriebsstrangs. Hergestellt in Deutschland, garantiert dieses Produkt höchste Qualitätsstandards und maximale Zuverlässigkeit für anspruchsvolle Motorradfahrer. Es erfüllt die anspruchsvollen Spezifikationen API SN Plus und JASO MA2, was seine Eignung für moderne Motorradmotoren unterstreicht und höchste Leistung sichert.;2;36.95;;product.ops
499981363;78659;1004393023135;SKU-9143128563;4032057572700;LIN-B49-1000486-023-135;LINDENMANN Herren Gürtel Dunkelbraun Gr. 135cm Büffelleder NEU;Dieser hochwertige LINDENMANN Herren Vollledergürtel aus robustem Büffelleder ist ein unverzichtbares Accessoire für den modernen Mann. Das strapazierfähige Material garantiert Langlebigkeit und eine ansprechende Optik für den täglichen Gebrauch. Die offenkantige Verarbeitung verleiht dem Gürtel einen authentischen, rustikalen Charme, während die nickelfreie Dornschließe einen sicheren und komfortablen Halt gewährleistet. Mit einer Breite von 40 mm passt dieser Gürtel perfekt zu Jeans und anderen Freizeithosen. Sein zeitloses Design in Dunkelbraun macht ihn zu einem vielseitigen Begleiter für diverse Anlässe, von Business bis Freizeit. Zudem ist der Gürtel individuell kürzbar, was eine optimale und passgenaue Form für jeden Träger ermöglicht.;1;19.95;;product.ops
473047241;78659;1011190149611;SKU-3023625088;8719558505043;;WEBER TOOLS Gewindereparaturset NEU;Dieses hochwertige Gewindereparaturset von WEBER TOOLS bietet die optimale Lösung zur Instandsetzung beschädigter oder verschlissener M14x1. 5 Gewinde. Es ermöglicht eine dauerhafte und zuverlässige Reparatur, welche die ursprüngliche Festigkeit und Funktionalität vollständig wiederherstellt. Das umfassende 15-teilige Set enthält alle erforderlichen Werkzeuge und Gewindeeinsätze, um sofort mit der Reparatur beginnen zu können. Alle Komponenten sind aus robusten, langlebigen Materialien gefertigt und für eine hohe Beanspruchung im professionellen Einsatz konzipiert. Dieses Set ist ideal für den Einsatz in der Kfz-Branche, im Maschinenbau sowie für allgemeine Reparaturen. Es stellt die ursprüngliche Gewindefestigkeit zuverlässig wieder her und gewährleistet somit die volle Funktionalität des reparierten Gewindes.;1;27.86;;product.ops
484714743;78659;11850025732208;SKU-5246852701;850025732208;48V030-GC2;Lithium Eisenphosphat Batterie RELION 48V030-GC2 51.2V Ungeprüft;Die RELION Insight Series Lithium Eisenphosphat Batterie bietet eine hochmoderne Energielösung für anspruchsvolle Anwendungen. Sie überzeugt durch beeindruckende Leistung und außergewöhnliche Langlebigkeit, selbst in herausfordernden Umgebungen wie Marine, RV und Off-Grid-Systemen. Mit einer Nennspannung von 51. 2V und einer Kapazität von 30Ah liefert diese Batterie zuverlässig 1. 536 kWh Energie. Ihre kompakte BCI GC2 Größe ermöglicht eine problemlose Integration in bestehende Systeme und bietet maximale Flexibilität bei der Installation. Die fortschrittliche LiFePO4-Technologie garantiert verbesserte Sicherheit im Betrieb und eine deutlich verlängerte Lebensdauer des Akkus. Diese Kombination aus Robustheit, Effizienz und einem integrierten Batteriemanagementsystem macht die RELION Insight Batterie zu einer nachhaltigen Energiequelle für vielfältige spezifische Anforderungen.;1;500;;product.ops
499981441;78659;12192006315063;SKU-1000000000;0192006315063;1326413;Under Armour Herren T-Shirt Schwarz/Graphit Gr.xL Polyester 1326413 NEU;Das Under Armour Tech 2. 0 SS Tee ist ein vielseitiges Herren T-Shirt, das speziell für sportliche Aktivitäten und den täglichen Gebrauch konzipiert wurde. Seine lockere Passform in Kombination mit dem ultraleichten Material gewährleistet maximalen Tragekomfort bei jeder Bewegung und Aktivität. Gefertigt aus 100% hochwertigem Polyester, leitet dieses Shirt Feuchtigkeit effektiv vom Körper ab und trocknet dabei besonders schnell. Diese fortschrittliche UA Tech™ Technologie sorgt für ein stets angenehmes und trockenes Gefühl, selbst bei intensiven Trainingseinheiten und hohen Belastungen. Das schlichte, funktionale Design macht es ideal für Fitness, Laufsport oder als bequemes Freizeitshirt und lässt sich vielseitig kombinieren. Es ist in Größe XL erhältlich und wurde unter strengen Qualitätsstandards hergestellt, um Langlebigkeit und Performance zu gewährleisten.;1;17.24;;product.ops
476509916;78659;14f93c3a-6902-4da3-8a00-991a13958570;SKU-2064038107;;;FNTCASE Schutzhülle Kunststoff Grau NEU;Die FNTCASE Schutzhülle wurde speziell für das Apple iPhone 16 Pro entwickelt und bietet optimalen Schutz im Alltag. Ihr schlankes, matt-transparentes Design in Grau bewahrt die Ästhetik des Smartphones und sorgt für eine angenehme Haptik. Dieses Case schützt Ihr Gerät effektiv vor Stößen, Kratzern und Abnutzung, ohne die volle Funktionalität einzuschränken. Gefertigt aus hochwertigen, umweltfreundlichen Materialien, garantiert die Hülle eine lange Lebensdauer und ist dabei robust und langlebig. Ein herausragendes Merkmal ist die vollständige MagSafe-Kompatibilität, die ein schnelles und effizientes kabelloses Laden ermöglicht. Präzise Aussparungen gewährleisten zudem uneingeschränkten Zugriff auf alle Anschlüsse, Tasten und die Kamera.;1;7.99;;product.ops
467380161;78659;1507000192029;SKU-6705970836;1507000192029;1507000192029;BOOST TOWN Offene Ansaugung Motorraum für Hyundai i30N Vor-Facelift;Das BOOST TOWN Offene Ansaugsystem Kit wurde speziell für den Hyundai i30N (Vor-Facelift 275PS) entwickelt. Es optimiert den Luftstrom im Motorraum erheblich, was zu einer spürbaren Leistungssteigerung und einem deutlich verbesserten Ansprechverhalten des Motors führt. Dieses System besteht aus robustem, glasfaserverstärktem PPS GF40 Kunststoff, der eine hohe Langlebigkeit und exzellente Formstabilität unter allen Betriebsbedingungen gewährleistet. Die hochwertige Materialwahl sichert eine zuverlässige Funktion über lange Zeiträume hinweg und trägt maßgeblich zur Effizienz bei. Das umfassende Kit ermöglicht eine unkomplizierte und schnelle Installation, wodurch Ihr Fahrzeug ohne großen Aufwand aufgerüstet werden kann. Eine präzise Passform gewährleistet die nahtlose Integration in das bestehende System und beinhaltet alle notwendigen Komponenten für eine vollständige Umrüstung, inklusive Allgemeiner Betriebserlaubnis (ABE).;1;599;;product.ops
488457239;78659;1795362000001;SKU-4026350484;1795362000001;87655;Patagonia Herren T-Shirt Recycelte Baumwolle Recyceltes Polyester 87655 NEU;Das Patagonia Responsibill T-Shirt für Herren in Sienna Clay bietet höchsten Tragekomfort und ist ideal für Freizeit sowie den täglichen Gebrauch. Es vereint bewährte Patagonia-Qualität mit einem vielseitigen Design, das sich mühelos in jede Garderobe integrieren lässt. Dieses Kurzarm-T-Shirt wird aus einer nachhaltigen Mischung aus recycelter Baumwolle und recyceltem Polyester gefertigt, was es besonders langlebig und umweltfreundlich macht. Die angenehme Regular Fit Passform gewährleistet optimale Bewegungsfreiheit und hohen Komfort bei allen Aktivitäten. Eine dezente Brusttasche bietet praktische Funktionalität und setzt einen modernen Akzent auf dem Shirt. Die ansprechende Sienna Clay Farbe lässt sich hervorragend kombinieren und passt zu vielfältigen Outfits für jede Saison, wodurch dieses T-Shirt zu einem unverzichtbaren Basic wird.;1;49.95;;product.ops
484714753;78659;18023030150200;SKU-7569423484;4750492010211;RL2013;Revisionsklappe Verzinkter Stahl Installationsschächte Hohlräume NEU;Die EUROPLAST Metall Revisionsklappe bietet eine professionelle und ästhetische Lösung für den verdeckten Zugang zu Installationsschächten und Hohlräumen. Sie ist ideal für Bereiche, in denen regelmäßige Inspektionen oder Wartungsarbeiten erforderlich sind, ohne die Raumästhetik zu beeinträchtigen. Gefertigt aus hochwertigem, verzinktem Stahl, gewährleistet diese Revisionsklappe außergewöhnliche Langlebigkeit und Stabilität für den dauerhaften Einsatz. Mit ihren Außenmaßen von 180x230mm und Einbaumaßen von 200x150mm fügt sie sich unauffällig in verschiedene Umgebungen ein und ermöglicht gleichzeitig einen komfortablen Zugang. Die unkomplizierte Schraubmontage erlaubt eine schnelle und sichere Installation sowohl in Trockenbauwänden als auch in Massivdecken. Zudem schützt sie effektiv vor Staub und Schmutz und gewährleistet einen zuverlässigen Verschluss, was sie zu einer essenziellen Komponente für professionelle Bauvorhaben macht.;1;16.47;;product.ops
488505117;78659;1852315181124;SKU-8073301246;;1852315181124;BRUT Clothing Herren Wachsjacke Olivgrün Gr.xL Wachsbaumwolle 1852315181124;Die BRUT Clothing REWORK® BARBOUR V5 Wachsjacke ist ein exklusives Unikat, handgefertigt aus sorgfältig ausgewählten Vintage-Barbour- und British-Millerian-Trockenwachs-Materialien. Jedes Stück im charakteristischen Patchwork-Stil ehrt das Erbe der Originale durch seine hochwertige Verarbeitung und authentische Ästhetik. Diese Jacke besticht durch ihren modernen, kastenförmigen und kurzen Schnitt, der optimalen Schutz und hohen Tragekomfort bietet. Ausgestattet mit einem maßgefertigten ECLAIR-Reißverschluss, einer robusten Druckknopfleiste sowie drei praktischen Vordertaschen und zwei großen Gesäßtaschen, vereint sie Funktionalität mit Stil. Ein abnehmbarer Kehlriegel und ein klassischer Cordkragen runden das durchdachte Design ab, während die Fertigung in unserem Pariser Atelier mit Vintage-Maschinen die Exklusivität unterstreicht. Die robuste Wachsbaumwolle sorgt für Wetter- und Dornenfestigkeit, wodurch diese Jacke zu einem langlebigen und zuverlässigen Begleiter für vielfältige Outdoor-Aktivitäten wird.;1;131.85;;product.ops
492850586;78659;1853864926223;SKU-3918809518;0843820108804;;Osprey Trekking Trekkingrucksack Aether 65 NEU;Der Osprey Aether 65 Trekkingrucksack wurde speziell für anspruchsvolle Backpacking-Touren entwickelt und bietet eine herausragende Kombination aus Komfort und Funktionalität. Er ist die ideale Wahl für lange Reisen und mehrtägige Abenteuer, bei denen zuverlässige und geräumige Ausrüstung unerlässlich ist. Das innovative AirScape Rückensystem gewährleistet eine optimale Belüftung und einen körpernahen Sitz, selbst bei schwerer Last, was den Tragekomfort erheblich steigert. Dank der Custom Fit-Anpassung lassen sich Rückenlänge, Schultergurte und der Fit-on-the-Fly Hüftgurt perfekt auf individuelle Bedürfnisse einstellen, um eine maßgeschneiderte Passform zu garantieren. Mit einem großzügigen Volumen von 65 Litern bietet dieser Rucksack ausreichend Platz für Ihre gesamte Ausrüstung auf ausgedehnten Touren und Expeditionen. Das geringe Eigengewicht von nur 2,23 kg und das bluesign-zertifizierte Nylonmaterial unterstreichen zudem das Engagement für nachhaltiges Design und ermöglichen ermüdungsfreies Tragen über lange Distanzen.;1;200;;product.ops
467513300;78659;1900201150572;SKU-8902752253;14006633314036;24.0128-0248.1;Bremsscheibe Vorderachse für Hyundai Kia 24 ATE 24.0128-0248.1 321mm;Diese hochwertige ATE Bremsscheibe wurde speziell für die Vorderachse von Hyundai und Kia Modellen entwickelt, um eine zuverlässige Bremsleistung unter allen Fahrbedingungen zu gewährleisten. Sie trägt maßgeblich zur Erhöhung der Fahrsicherheit bei und bietet eine konstante Performance, selbst bei intensiver Nutzung. Mit einem präzisen Durchmesser von 321 mm und einer Scheibendicke von 28 mm ist diese innenbelüftete Bremsscheibe exakt auf die Anforderungen der entsprechenden Fahrzeuge abgestimmt. Die Fertigung aus robustem, hochwertigem Stahl sichert eine außergewöhnlich lange Lebensdauer und hohe Belastbarkeit im täglichen Einsatz, was die Wartungsintervalle optimiert. Diese Bremsscheibe erfüllt das strenge E-Prüfzeichen E1 90R-02C0115/0572, welches höchste Sicherheitsstandards und geprüfte Qualität nach europäischen Normen bestätigt. Ihre optimale Passform ermöglicht eine unkomplizierte und schnelle Montage, wodurch sie die ideale Lösung für den Ersatz oder die Wartung Ihrer Bremsanlage darstellt.;1;65.79;;product.ops
